u,v,length_m,free_flow_kph,speed_offpeak_kph,speed_rush_kph,travel_time_offpeak_s,travel_time_rush_s
9582887183,9582887184,53.63,20.0,19.99,14.24,9.66,13.56
9582887183,9494750650,43.27,20.0,19.98,12.73,7.8,12.23
9582887184,9582887183,53.63,20.0,19.92,15.27,9.69,12.64
9582887193,2009392611,83.55,20.0,20.0,13.91,15.04,21.62
9582887193,2009392490,60.2,20.0,20.0,16.26,10.84,13.33
9582887193,2009392507,146.59,20.0,19.97,13.76,26.43,38.36
9582887194,11217131944,1.17,20.0,20.0,17.67,0.21,0.24
9582887194,2009283439,13.38,20.0,19.99,17.46,2.41,2.76
9582887194,9577085569,52.37,20.0,20.0,13.94,9.43,13.52
9584372711,9582565276,38.18,20.0,20.0,14.67,6.87,9.37
9584372711,9582592170,88.82,20.0,20.0,12.07,15.99,26.48
9584372711,9582592170,77.31,20.0,19.75,15.74,14.09,17.68
9584374952,2456205742,30.9,20.0,19.77,15.46,5.63,7.19
9584374952,9577523490,8.69,20.0,20.0,12.96,1.56,2.41
9584374952,9577603359,51.46,20.0,19.81,15.17,9.35,12.22
9584374953,9584374954,33.69,20.0,20.0,13.25,6.06,9.16
9584374953,9577452082,80.63,20.0,19.98,12.33,14.52,23.53
9584374953,9577441644,70.39,20.0,19.99,12.62,12.68,20.07
9584374954,7517587374,25.34,20.0,19.99,11.65,4.56,7.83
9584374954,9585269092,18.1,20.0,20.0,13.1,3.26,4.97
9584374954,9584374953,33.69,20.0,19.98,15.3,6.07,7.93
9584374955,9585293829,12.43,20.0,20.0,14.8,2.24,3.02
9584374955,9577452086,14.52,20.0,19.73,14.21,2.65,3.68
9584374955,7517587377,30.42,20.0,19.92,13.35,5.5,8.2
9584374955,10226914616,56.92,20.0,19.4,14.9,10.56,13.75
9584374957,9577523512,15.27,20.0,19.92,12.09,2.76,4.55
9584374957,9577615879,13.43,20.0,20.0,12.14,2.42,3.98
9584374957,9582004896,29.81,20.0,19.19,18.74,5.59,5.73
9584374960,9577523507,14.49,20.0,19.96,15.0,2.61,3.48
9584374960,10226914616,14.79,20.0,19.98,13.13,2.66,4.05
9584374960,9584374963,58.39,20.0,19.88,15.7,10.57,13.38
9584374963,9577452086,2.56,20.0,20.0,14.9,0.46,0.62
9584374963,9577523509,11.88,20.0,19.99,14.96,2.14,2.86
9584374963,9584374960,58.39,20.0,19.97,16.44,10.52,12.78
9584374967,9584374970,71.05,20.0,19.94,14.94,12.82,17.12
9584374970,9582004893,2.08,20.0,20.0,14.86,0.37,0.5
9584374970,9577615882,12.82,20.0,19.88,13.51,2.32,3.42
9584374970,9584374967,71.05,20.0,19.87,14.75,12.87,17.34
9584435608,9577622622,13.07,20.0,19.99,13.38,2.35,3.51
9584435608,9577622627,12.08,20.0,19.97,17.35,2.18,2.51
9584435608,9570148758,42.07,20.0,20.0,17.0,7.57,8.91
9584435612,9577615882,57.35,20.0,20.0,13.83,10.32,14.93
9584435613,9584435614,37.6,20.0,20.0,15.88,6.77,8.52
9584435614,9584435613,37.6,20.0,19.92,15.31,6.8,8.84
9584435614,9577622620,42.55,20.0,19.98,15.85,7.67,9.66
9584435614,9577622627,12.04,20.0,18.53,16.69,2.34,2.6
9584435617,2456205773,56.85,20.0,19.98,12.28,10.24,16.67
9584435617,9577501284,91.45,20.0,19.95,13.79,16.51,23.88
9584435617,9584435620,91.29,20.0,20.0,12.54,16.44,26.2
9584435620,2456205780,17.96,20.0,19.99,12.78,3.23,5.06
9584435620,9577525538,47.03,20.0,19.9,14.63,8.51,11.57
9584435620,9584435617,91.29,20.0,19.94,12.42,16.48,26.45
9584438247,9582487739,12.76,20.0,19.99,12.09,2.3,3.8
9584438247,9582472535,53.91,20.0,19.99,14.77,9.71,13.14
9584438247,9584438249,42.79,20.0,20.0,14.85,7.7,10.37
9584438249,9582464213,41.68,20.0,19.98,13.08,7.51,11.47
9584438249,9584438247,42.79,20.0,20.0,13.58,7.7,11.34
9584438251,9584438252,30.49,20.0,20.0,16.35,5.49,6.71
9584438252,9584438251,30.49,20.0,19.98,16.25,5.49,6.75
9584438252,9582464207,42.59,20.0,19.99,17.22,7.67,8.9
9584502918,9584502920,8.71,20.0,20.0,16.55,1.57,1.9
9584502918,3393115811,35.2,20.0,20.0,15.67,6.34,8.09
9584502918,9584502919,35.08,20.0,19.93,16.76,6.34,7.54
9584502919,9584502921,9.66,20.0,20.0,14.4,1.74,2.42
9584502919,9584502918,35.08,20.0,19.99,14.07,6.32,8.98
9584502919,3393115811,67.17,20.0,20.0,14.91,12.09,16.22
9584502920,3393115806,29.54,20.0,19.66,14.06,5.41,7.56
9584502920,9584502918,8.71,20.0,19.98,14.02,1.57,2.24
9584502920,9584502921,37.94,20.0,19.67,14.86,6.95,9.19
9584502921,3393115807,16.48,20.0,19.85,14.71,2.99,4.03
9584502921,9584502919,9.66,20.0,20.0,12.84,1.74,2.71
9584502921,9584502920,37.94,20.0,19.98,12.06,6.84,11.33
9584502923,9584502924,36.56,20.0,20.0,15.48,6.58,8.5
9584502923,3393115802,51.05,20.0,20.0,14.16,9.19,12.98
9584502923,9436584485,18.72,20.0,19.81,15.78,3.4,4.27
9584502924,9576778674,13.4,20.0,19.98,15.03,2.41,3.21
9584502924,9584502923,36.56,20.0,19.53,12.21,6.74,10.78
9584502924,3393115803,53.03,20.0,20.0,15.52,9.55,12.3
9584509420,3393115794,68.96,20.0,19.81,14.75,12.53,16.84
9584509420,9584509429,107.62,20.0,19.98,12.28,19.39,31.56
9584509420,9582637929,17.83,20.0,20.0,14.62,3.21,4.39
9584509429,3393115802,7.59,20.0,20.0,15.65,1.37,1.75
9584509429,3393115803,18.43,20.0,20.0,13.75,3.32,4.83
9584509429,9584509420,107.62,20.0,19.92,17.87,19.45,21.68
9584509440,3393115691,66.51,20.0,19.98,13.21,11.98,18.13
9584509441,9584509442,53.14,20.0,20.0,13.85,9.57,13.81
9584509441,9577152496,7.1,20.0,19.72,13.08,1.3,1.95
9584509441,9577152483,69.22,20.0,19.66,15.95,12.67,15.62
9584509442,9584509445,15.65,20.0,19.56,14.01,2.88,4.02
9584509442,9584509441,53.14,20.0,19.64,12.33,9.74,15.52
9584509442,7522314354,74.9,20.0,19.65,14.47,13.72,18.64
9584509445,9584509442,15.65,20.0,19.99,17.89,2.82,3.15
9584509445,7522314352,66.47,20.0,19.99,12.08,11.97,19.82
9584509445,9577152496,59.67,20.0,19.69,14.34,10.91,14.98
9584509451,9582610807,28.29,20.0,19.87,13.86,5.13,7.35
9584509451,9584509457,12.06,20.0,19.99,13.33,2.17,3.26
9584509451,9584510391,72.92,20.0,20.0,13.92,13.13,18.86
9584509455,9584509457,48.13,20.0,19.96,13.11,8.68,13.22
9584509457,9584509451,12.06,20.0,20.0,15.15,2.17,2.87
9584509457,9576778674,110.79,20.0,19.9,18.01,20.04,22.15
9584509457,9584509455,48.13,20.0,19.93,15.77,8.69,10.99
9584510373,9570052990,98.07,20.0,20.0,13.04,17.65,27.08
9584510373,9582637917,49.02,20.0,19.91,14.83,8.86,11.9
9584510373,9584510386,132.99,20.0,19.86,13.39,24.1,35.75
9584510386,9582610812,14.17,20.0,20.0,14.72,2.55,3.46
9584510386,9577152473,66.83,20.0,19.7,17.4,12.21,13.83
9584510386,9584510373,132.99,20.0,20.0,12.32,23.94,38.86
9584510387,9584510392,29.0,20.0,19.8,16.21,5.27,6.44
9584510387,9582610812,15.0,20.0,20.0,11.58,2.7,4.66
9584510387,9584510390,43.23,20.0,20.0,16.81,7.78,9.26
9584510390,9582610815,29.02,20.0,19.56,16.93,5.34,6.17
9584510390,9582637920,4.44,20.0,19.81,13.37,0.81,1.2
9584510390,9584510387,43.23,20.0,19.55,13.41,7.96,11.61
9584510391,9582610815,0.95,20.0,19.92,14.23,0.17,0.24
9584510391,9584510392,39.2,20.0,19.82,17.88,7.12,7.89
9584510391,9584509451,72.92,20.0,19.95,15.24,13.16,17.23
9584510392,9584510387,29.0,20.0,20.0,13.46,5.22,7.76
9584510392,9584510391,39.2,20.0,19.97,17.28,7.07,8.16
9584510392,6547588766,74.41,20.0,19.97,14.14,13.41,18.95
9584510393,9584510395,56.13,20.0,19.85,15.09,10.18,13.39
9584510395,9582637934,20.33,20.0,20.0,16.21,3.66,4.52
9584510395,3393115794,55.87,20.0,20.0,13.53,10.06,14.86
9584510395,9584510393,56.13,20.0,19.96,12.6,10.12,16.03
9584510396,9582637950,9.1,20.0,20.0,12.54,1.64,2.61
9584510396,9584510403,16.56,20.0,19.94,13.76,2.99,4.33
9584510396,9584510398,14.06,20.0,20.0,13.25,2.53,3.82
9584510398,9584510396,14.06,20.0,20.0,14.07,2.53,3.6
9584510398,9584544109,63.59,20.0,19.8,12.56,11.56,18.22
9584510398,9584510399,16.95,20.0,20.0,17.15,3.05,3.56
9584510399,9584510403,15.82,20.0,20.0,12.41,2.85,4.59
9584510399,9584510408,73.51,20.0,19.75,16.45,13.4,16.09
9584510399,9584510398,16.95,20.0,20.0,14.27,3.05,4.28
9584510403,3393115677,46.44,20.0,19.72,14.15,8.48,11.82
9584510403,9584510396,16.56,20.0,19.83,13.37,3.01,4.46
9584510403,9584510399,15.82,20.0,19.99,14.72,2.85,3.87
9584510408,9436584517,10.93,20.0,19.99,13.32,1.97,2.95
9584510408,3393115678,11.33,20.0,19.97,16.39,2.04,2.49
9584510408,9584510399,73.51,20.0,19.61,11.88,13.5,22.27
9584510411,9582637931,81.8,20.0,19.87,14.57,14.82,20.21
9584510411,9570464026,14.54,20.0,20.0,12.91,2.62,4.06
9584510411,10631224803,112.52,20.0,19.77,15.73,20.49,25.76
9584510415,9584510416,23.96,20.0,19.96,15.87,4.32,5.44
9584510415,9570464026,54.92,20.0,19.99,13.48,9.89,14.67
9584510415,9582637931,42.95,20.0,20.0,12.96,7.73,11.93
9584510416,9584510415,23.96,20.0,19.98,12.51,4.32,6.89
9584510416,9584544108,44.05,20.0,20.0,12.78,7.93,12.41
9584510416,3393115679,64.53,20.0,19.96,13.12,11.64,17.7
9584544093,9582637950,15.24,20.0,20.0,11.85,2.74,4.63
9584544093,9582637952,18.54,20.0,20.0,15.97,3.34,4.18
9584544093,9570062617,76.54,20.0,19.99,12.01,13.78,22.94
9584544101,3393115673,28.37,20.0,19.71,15.19,5.18,6.73
9584544101,9582637950,47.36,20.0,20.0,14.63,8.53,11.65
9584544101,9570464030,79.21,20.0,20.0,13.35,14.26,21.36
9584544103,9582637941,22.97,20.0,20.0,12.39,4.14,6.68
9584544103,9570464030,10.34,20.0,19.82,12.48,1.88,2.98
9584544103,9584544104,26.41,20.0,19.97,14.24,4.76,6.68
9584544104,9584544103,26.41,20.0,19.93,13.13,4.77,7.24
9584544104,9584544109,22.27,20.0,20.0,12.52,4.01,6.4
9584544104,9584544105,19.97,20.0,19.99,13.74,3.6,5.23
9584544105,9584544104,19.97,20.0,19.99,18.05,3.6,3.98
9584544105,9582637941,24.59,20.0,19.99,14.17,4.43,6.25
9584544105,9584544108,22.55,20.0,20.0,16.84,4.06,4.82
9584544108,9584544109,22.91,20.0,19.82,14.92,4.16,5.53
9584544108,9584544105,22.55,20.0,19.95,15.72,4.07,5.16
9584544108,9584510416,44.05,20.0,19.88,12.31,7.98,12.88
9584544109,9584544104,22.27,20.0,19.99,12.51,4.01,6.41
9584544109,9584544108,22.91,20.0,20.0,16.48,4.12,5.0
9584544109,9584510398,63.59,20.0,19.71,12.66,11.61,18.09
9584576576,10288979921,10.23,20.0,20.0,15.99,1.84,2.3
9584576576,9513313341,62.24,20.0,19.97,16.83,11.22,13.31
9584576576,9584576602,116.24,20.0,19.86,13.83,21.08,30.25
9584576589,9584576600,61.51,20.0,19.9,13.8,11.13,16.04
9584576594,9584576595,85.8,20.0,19.98,14.34,15.46,21.54
9584576595,9584576600,57.06,20.0,18.79,17.53,10.93,11.72
9584576595,9584576594,85.8,20.0,19.89,12.9,15.53,23.94
9584576595,9584576599,170.51,20.0,20.0,12.77,30.7,48.07
9584576599,9584576614,15.68,20.0,20.0,13.46,2.82,4.19
9584576599,2288735212,52.32,20.0,20.0,17.97,9.42,10.48
9584576599,9584576595,170.51,20.0,19.99,16.88,30.7,36.36
9584576600,9584576589,61.51,20.0,19.85,12.74,11.16,17.38
9584576600,9584576601,63.69,20.0,19.99,15.0,11.47,15.29
9584576600,9584576595,57.06,20.0,19.75,17.09,10.4,12.02
9584576601,9584576600,63.69,20.0,19.96,15.75,11.49,14.56
9584576601,9584576602,36.07,20.0,19.99,16.93,6.5,7.67
9584576601,9584587309,43.89,20.0,19.94,12.16,7.93,13.0
9584576602,9584576601,36.07,20.0,20.0,14.33,6.49,9.06
9584576602,9584576576,116.24,20.0,20.0,12.81,20.92,32.66
9584576602,9584576614,87.62,20.0,19.99,13.79,15.77,22.88
9584576604,9584576605,24.47,20.0,20.0,18.17,4.4,4.85
9584576604,7138675174,98.06,20.0,19.95,13.35,17.7,26.44
9584576604,9584915017,60.69,20.0,19.99,12.66,10.93,17.26
9584576605,9584576604,24.47,20.0,19.81,15.3,4.45,5.76
9584576607,9584576608,86.91,20.0,20.0,13.99,15.65,22.36
9584576608,2288705165,19.45,30.0,29.86,22.13,2.35,3.16
9584576608,9584576607,86.91,20.0,19.99,11.98,15.65,26.12
9584576608,2288705174,31.62,30.0,29.95,17.69,3.8,6.44
9584576614,9584576599,15.68,20.0,20.0,14.41,2.82,3.92
9584576614,9584576602,87.62,20.0,19.78,15.6,15.95,20.22
9584576614,9584587303,62.21,20.0,19.99,16.47,11.21,13.6
9584587242,2288705328,81.71,30.0,29.97,19.78,9.81,14.87
9584587242,9584641389,123.25,20.0,19.99,14.33,22.19,30.97
9584587252,2288705328,213.77,20.0,20.0,15.03,38.48,51.2
9584587268,10264511074,10.71,20.0,20.0,14.8,1.93,2.61
9584587268,9576953318,69.04,20.0,20.0,15.3,12.43,16.25
9584587268,9576953325,63.43,20.0,20.0,12.33,11.42,18.51
9584587272,9584587273,64.29,25.0,25.0,15.77,9.26,14.68
9584587272,9584587299,35.26,30.0,29.94,21.15,4.24,6.0
9584587272,2288735215,79.49,30.0,29.9,18.22,9.57,15.71
9584587273,9584587272,64.29,25.0,25.0,18.9,9.26,12.25
9584587275,2288735213,168.82,20.0,19.98,13.48,30.41,45.09
9584587284,9584587285,32.97,20.0,19.69,12.44,6.03,9.54
9584587285,9584587284,32.97,20.0,19.99,18.02,5.94,6.59
9584587285,9584587290,151.17,20.0,19.94,15.24,27.29,35.71
9584587285,9584587299,127.2,20.0,19.86,16.62,23.06,27.56
9584587290,2288735227,34.11,30.0,30.0,19.83,4.09,6.19
9584587290,9576953321,14.24,30.0,29.61,18.3,1.73,2.8
9584587290,9584587285,151.17,20.0,19.97,15.7,27.25,34.66
9584587299,2288735225,27.21,30.0,30.0,21.19,3.27,4.62
9584587299,9584587272,35.26,30.0,29.99,18.69,4.23,6.79
9584587299,9584587285,127.2,20.0,19.87,12.72,23.05,35.99
9584587300,9584587301,68.02,20.0,20.0,14.46,12.25,16.93
9584587301,9584587300,68.02,20.0,19.98,12.94,12.26,18.93
9584587301,2288735215,101.33,30.0,29.97,21.44,12.17,17.01
9584587301,2288735212,66.61,30.0,29.16,24.68,8.22,9.72
9584587302,9584587303,67.7,20.0,19.89,16.2,12.25,15.04
9584587303,9584587302,67.7,20.0,20.0,16.08,12.19,15.16
9584587303,9584587304,49.13,20.0,19.95,13.29,8.87,13.3
9584587303,9584576614,62.21,20.0,19.93,17.41,11.23,12.86
9584587304,9584587303,49.13,20.0,19.95,16.98,8.87,10.41
9584587309,9584576601,43.89,20.0,19.96,14.98,7.92,10.55
9584641386,9584641387,53.95,20.0,19.61,16.79,9.91,11.57
9584641386,2288705301,74.31,30.0,29.55,19.59,9.05,13.65
9584641386,2288705274,77.88,30.0,29.88,27.98,9.38,10.02
9584641387,9584641386,53.95,20.0,19.99,15.52,9.72,12.51
9584641388,9584641389,51.81,20.0,20.0,13.53,9.33,13.78
9584641389,9584641388,51.81,20.0,19.98,12.17,9.34,15.33
9584641389,2288705274,280.22,20.0,19.88,14.24,50.74,70.83
9584641389,9584587242,123.25,20.0,19.99,15.51,22.19,28.61
9584653618,2288705260,60.4,20.0,20.0,13.53,10.87,16.07
9584653619,9584653622,64.4,20.0,19.99,13.18,11.6,17.59
9584653619,9584653635,24.94,20.0,19.99,17.25,4.49,5.21
9584653619,9584653625,70.98,20.0,19.99,15.07,12.78,16.95
9584653622,9584653619,64.4,20.0,20.0,11.53,11.59,20.11
9584653625,9584653619,70.98,20.0,19.95,14.75,12.8,17.32
9584653628,2288705260,9.26,30.0,29.89,18.1,1.12,1.84
9584653628,9584676289,32.74,30.0,30.0,23.0,3.93,5.13
9584653628,9584653629,53.26,20.0,19.96,17.93,9.6,10.7
9584653629,9584653628,53.26,20.0,19.78,14.06,9.7,13.63
9584653630,9584653635,44.23,20.0,20.0,12.87,7.96,12.37
9584653631,2288705260,13.27,30.0,30.0,18.73,1.59,2.55
9584653631,9584653640,81.01,20.0,19.89,16.72,14.67,17.44
9584653631,9584653645,38.65,30.0,30.0,23.8,4.64,5.85
9584653635,9584653630,44.23,20.0,20.0,16.12,7.96,9.88
9584653635,9584653640,12.26,20.0,19.96,13.04,2.21,3.38
9584653635,9584653619,24.94,20.0,20.0,14.28,4.49,6.29
9584653640,9584653631,81.01,20.0,20.0,14.46,14.58,20.17
9584653640,9584653645,114.5,20.0,20.0,14.76,20.62,27.92
9584653640,9584653635,12.26,20.0,20.0,13.02,2.21,3.39
9584653645,2288705272,100.78,30.0,29.99,20.0,12.1,18.14
9584653645,9584653631,38.65,30.0,29.99,23.56,4.64,5.9
9584653645,9584653640,114.5,20.0,19.97,11.84,20.64,34.81
9584676258,9584757499,96.43,20.0,19.98,14.52,17.38,23.9
9584676259,9584676272,161.46,20.0,19.98,17.84,29.09,32.58
9584676268,9584676298,32.54,20.0,20.0,15.36,5.86,7.62
9584676270,9584676272,34.08,20.0,19.97,15.23,6.15,8.06
9584676270,9584676275,38.49,20.0,20.0,16.63,6.93,8.33
9584676270,9584676298,133.41,20.0,20.0,17.45,24.01,27.52
9584676272,9584676273,141.62,20.0,20.0,12.46,25.5,40.92
9584676272,9584676270,34.08,20.0,20.0,15.72,6.13,7.81
9584676272,9584676259,161.46,20.0,19.99,11.99,29.07,48.5
9584676273,2288705165,3.16,30.0,29.99,22.63,0.38,0.5
9584676273,2288705152,51.72,30.0,29.99,22.48,6.21,8.28
9584676273,9584676272,141.62,20.0,19.96,13.32,25.54,38.28
9584676275,9584676270,38.49,20.0,20.0,14.58,6.93,9.5
9584676275,9584757507,158.34,20.0,19.44,13.9,29.31,41.01
9584676280,9584676281,38.38,20.0,19.99,11.52,6.91,11.99
9584676280,2288705205,48.77,20.0,20.0,13.46,8.78,13.04
9584676280,9584676282,39.58,20.0,20.0,15.85,7.13,8.99
9584676281,9584676280,38.38,20.0,19.95,14.36,6.93,9.62
9584676282,9584676280,39.58,20.0,19.87,16.09,7.17,8.86
9584676286,2288705223,79.6,20.0,20.0,14.38,14.33,19.93
9584676287,9584676288,89.61,20.0,20.0,12.22,16.13,26.4
9584676288,9584676287,89.61,20.0,19.82,13.78,16.28,23.41
9584676288,9584676298,40.51,20.0,20.0,15.85,7.29,9.2
9584676288,9584676305,118.72,20.0,20.0,13.56,21.37,31.52
9584676289,9584653628,32.74,30.0,30.0,25.14,3.93,4.69
9584676289,9584676290,76.88,20.0,20.0,13.76,13.84,20.12
9584676289,2288705248,61.29,30.0,30.0,20.18,7.36,10.93
9584676290,9584676289,76.88,20.0,19.92,12.39,13.89,22.33
9584676291,9584676305,127.28,20.0,20.0,14.44,22.91,31.72
9584676298,9584676268,32.54,20.0,19.94,13.28,5.87,8.82
9584676298,9584676288,40.51,20.0,19.96,11.97,7.31,12.18
9584676298,9584676270,133.41,20.0,20.0,15.86,24.01,30.28
9584676305,9584676291,127.28,20.0,19.99,14.83,22.92,30.9
9584676305,9584676308,139.19,20.0,19.7,15.81,25.43,31.69
9584676305,9584676288,118.72,20.0,20.0,17.73,21.37,24.11
9584676308,2288705248,30.61,30.0,30.0,21.05,3.67,5.23
9584676308,2288705223,27.52,30.0,29.81,21.95,3.32,4.51
9584676308,9584676305,139.19,20.0,19.93,15.98,25.15,31.35
9584676310,2288705248,89.89,20.0,19.97,13.63,16.2,23.74
9584757458,13893404926,14.05,20.0,19.96,15.84,2.53,3.19
9584757468,9584757472,91.35,20.0,19.93,15.32,16.5,21.47
9584757472,13893404926,95.42,20.0,19.99,13.78,17.18,24.92
9584757472,9584757468,91.35,20.0,19.93,15.34,16.5,21.44
9584757472,2288705165,111.13,20.0,19.88,14.16,20.13,28.24
9584757478,9584757482,62.23,20.0,19.87,14.24,11.28,15.73
9584757482,9584757484,22.02,20.0,19.99,12.51,3.97,6.34
9584757482,9584757478,62.23,20.0,20.0,15.27,11.2,14.67
9584757482,2288705174,99.28,20.0,19.97,12.21,17.9,29.26
9584757484,9584757482,22.02,20.0,19.99,12.45,3.97,6.37
9584757494,2288705120,65.97,20.0,19.99,12.24,11.88,19.4
9584757494,9584757507,78.19,20.0,20.0,14.99,14.07,18.78
9584757494,2288705099,128.2,20.0,19.99,15.95,23.09,28.94
9584757499,2288705152,32.66,20.0,19.97,13.18,5.89,8.92
9584757499,9584757500,90.55,20.0,19.98,17.72,16.32,18.4
9584757499,9584676258,96.43,20.0,20.0,12.16,17.36,28.56
9584757500,9584757499,90.55,20.0,20.0,14.72,16.3,22.15
9584757500,9584757501,28.13,20.0,19.99,14.37,5.07,7.05
9584757500,9584757507,113.25,20.0,19.99,17.31,20.4,23.55
9584757501,2288705133,9.24,30.0,29.99,19.14,1.11,1.74
9584757501,9584757500,28.13,20.0,19.97,13.99,5.07,7.24
9584757501,2288705127,57.19,30.0,29.86,18.66,6.9,11.03
9584757507,9584676275,158.34,20.0,20.0,12.93,28.5,44.09
9584757507,9584757494,78.19,20.0,19.99,17.25,14.08,16.32
9584757507,9584757500,113.25,20.0,20.0,17.53,20.39,23.26
9584777108,9584777114,51.8,20.0,19.89,15.7,9.38,11.88
9584777114,2288705040,85.17,20.0,19.98,13.24,15.34,23.15
9584777114,9756552255,14.4,20.0,20.0,12.99,2.59,3.99
9584777114,9584777108,51.8,20.0,20.0,12.22,9.32,15.27
9584777115,9584786517,48.92,20.0,20.0,12.52,8.81,14.07
9584777116,9584786517,11.93,20.0,19.98,14.23,2.15,3.02
9584785985,9584804698,37.75,20.0,19.95,11.79,6.81,11.53
9584785985,9584804700,15.9,20.0,19.93,15.25,2.87,3.75
9584785985,9584798324,69.79,20.0,19.98,14.08,12.57,17.84
9584785986,9584786009,41.94,20.0,20.0,12.32,7.55,12.26
9584785986,9584786010,24.18,20.0,19.99,15.87,4.35,5.49
9584785986,9584785988,101.02,20.0,19.99,14.96,18.19,24.31
9584785988,9584804698,37.03,20.0,20.0,12.82,6.66,10.4
9584785988,7263160230,70.5,20.0,19.98,16.65,12.7,15.25
9584785988,9584785986,101.02,20.0,19.75,13.56,18.41,26.82
9584785989,9584785998,46.56,20.0,19.99,13.77,8.38,12.17
9584785990,9584804633,15.72,30.0,29.81,21.18,1.9,2.67
9584785990,9584785998,81.7,20.0,19.96,13.2,14.74,22.28
9584785990,2288705017,121.23,30.0,29.98,26.61,14.56,16.4
9584785998,9584785989,46.56,20.0,19.86,12.35,8.44,13.57
9584785998,9584785990,81.7,20.0,19.92,14.16,14.76,20.77
9584785998,9584786007,95.65,20.0,20.0,15.79,17.22,21.8
9584786007,9584786010,42.01,20.0,20.0,17.19,7.56,8.8
9584786007,9584785998,95.65,20.0,20.0,15.3,17.22,22.5
9584786007,9584804647,76.47,20.0,19.95,15.22,13.8,18.09
9584786009,9584785986,41.94,20.0,19.99,17.65,7.55,8.56
9584786010,9584786007,42.01,20.0,19.9,14.19,7.6,10.66
9584786010,9584785986,24.18,20.0,20.0,16.7,4.35,5.21
9584786010,9584786015,93.71,20.0,19.93,12.06,16.93,27.98
9584786015,7263160230,5.95,20.0,19.99,15.26,1.07,1.4
9584786015,7263160231,50.43,20.0,20.0,15.57,9.08,11.66
9584786015,9584786010,93.71,20.0,19.98,16.49,16.89,20.46
9584786517,9584777115,48.92,20.0,19.89,16.09,8.85,10.94
9584786517,9584777116,11.93,20.0,20.0,12.38,2.15,3.47
9584786517,9584786526,92.52,20.0,19.85,15.67,16.78,21.26
9584786523,9584786525,51.51,20.0,20.0,16.36,9.27,11.33
9584786524,9584786525,46.96,20.0,19.36,12.87,8.73,13.13
9584786525,9584786523,51.51,20.0,19.59,16.74,9.46,11.08
9584786525,9584786524,46.96,20.0,19.96,13.5,8.47,12.53
9584786525,9584786526,85.97,20.0,19.94,14.41,15.52,21.48
9584786526,9584786517,92.52,20.0,19.87,12.21,16.76,27.28
9584786526,9584786525,85.97,20.0,19.99,12.39,15.49,24.99
9584786526,9584786537,15.14,20.0,19.93,15.29,2.74,3.57
9584786532,9584786537,79.54,20.0,19.11,15.71,14.99,18.23
9584786537,9584786526,15.14,20.0,19.83,16.7,2.75,3.27
9584786537,9584786532,79.54,20.0,20.0,18.03,14.32,15.88
9584786537,9756552254,38.27,20.0,20.0,13.64,6.89,10.1
9584786548,2288705047,196.78,30.0,29.98,19.72,23.63,35.91
9584786548,2288705093,61.71,30.0,30.0,21.14,7.41,10.51
9584786548,9584786552,80.72,20.0,19.93,16.09,14.58,18.06
9584786552,9584786548,80.72,20.0,19.99,16.76,14.53,17.33
9584786553,9584786559,24.28,20.0,20.0,18.22,4.37,4.8
9584786553,2288705115,57.69,20.0,20.0,13.86,10.38,14.98
9584786553,2288705104,106.93,20.0,19.84,14.77,19.4,26.06
9584786559,9584786553,24.28,20.0,20.0,18.53,4.37,4.72
9584786560,2288705127,61.65,20.0,19.85,13.94,11.18,15.92
9584786563,2288705133,230.67,20.0,19.89,14.52,41.75,57.2
9584786565,2288705147,60.68,20.0,19.97,17.73,10.94,12.32
9584786566,3640651915,68.52,20.0,20.0,12.17,12.34,20.27
9584794293,9584794298,72.26,20.0,19.99,12.51,13.02,20.8
9584794297,9584794298,8.21,20.0,20.0,11.61,1.48,2.55
9584794298,9584794297,8.21,20.0,19.68,14.09,1.5,2.1
9584794298,9584794293,72.26,20.0,20.0,16.77,13.01,15.51
9584794298,9584794303,86.29,20.0,19.99,13.08,15.54,23.74
9584794303,9584828454,25.55,20.0,20.0,13.33,4.6,6.9
9584794303,9584977973,4.86,20.0,19.93,14.58,0.88,1.2
9584794303,9584794298,86.29,20.0,19.2,13.83,16.18,22.46
9584794305,9584828456,131.71,20.0,20.0,13.58,23.71,34.91
9584794311,9584828464,54.27,20.0,20.0,14.14,9.77,13.82
9584794312,9584828418,23.44,20.0,20.0,12.32,4.22,6.85
9584798318,7263160234,44.13,20.0,20.0,16.77,7.94,9.47
9584798322,7263160236,58.47,20.0,19.92,15.05,10.57,13.99
9584798324,9584785985,69.79,20.0,20.0,16.59,12.56,15.14
9584798324,7263160228,4.25,20.0,20.0,14.81,0.76,1.03
9584798326,7263160236,26.82,20.0,20.0,16.34,4.83,5.91
9584798326,9584798327,87.78,20.0,19.97,12.45,15.82,25.38
9584798326,7263160238,58.3,20.0,20.0,13.6,10.49,15.43
9584798327,9584798326,87.78,20.0,19.99,14.81,15.81,21.33
9584798327,9584798328,27.85,20.0,19.99,13.8,5.01,7.26
9584798327,9584798329,67.42,20.0,19.44,15.28,12.49,15.89
9584798328,9584798327,27.85,20.0,19.94,14.01,5.03,7.16
9584798328,9584798331,8.57,20.0,20.0,14.58,1.54,2.12
9584798328,9584798334,60.95,20.0,19.93,13.09,11.01,16.77
9584798329,7263160231,7.62,20.0,20.0,15.62,1.37,1.76
9584798329,9584798327,67.42,20.0,19.99,14.66,12.14,16.56
